judul,tanggal,konten,link
"Buat perokok, sebelum gendong bayi ganti bajumu",2025-07-18,"Tangerang (ANTARA) - Orang tua yang memiliki bayi dan masih aktif merokok disarankan mengganti baju hingga membilas badan sebelum menggendong bayinya, agar partikel asap rokok tidak menempel dan dihirup bayi karena dapat menyebabkan penyakit paru. Dokter spesialis paru Prof Allen Widysanto di Tangerang, Jumat, mengatakan, meski saat merokok sudah jauh dari bayi, tetapi asap rokok biasanya menempel di baju bahkan rambut perokok. Maka itu untuk kesehatan bayi, sebaiknya melakukan pembersihan badan secara total. ""Ini yang jadi salah satu penyebab perokok pasif kena kanker paru. Maka itu perlu kepedulian antarsesama melindungi satu sama lainnya,"" katanya. Ia menuturkan, penyakit paru termasuk kanker paru kerap terdeteksi pada tahap lanjut karena gejala awalnya yang sering tidak disadari. Namun kini penyakit tersebut sudah menyasar generasi muda. Merokok merupakan penyebab paling umum dari kanker paru, 90 persen risiko penyakit paru pada pria dan 70 persen pada wanita. Bahkan risiko kanker paru pada perokok seumur hidup 23 kali lebih tinggi daripada bukan perokok. Menurut dia, beberapa karsinogen ditemukan dalam asap tembakau, yakni arsenik, benzena, kadmium, asetaldehida, formaldehida, hidrazin, timbal, nikel, dan lainnya. ""Zat tersebut dapat menyebabkan kanker dan beberapa juga dapat menyasar jantung, paru-paru, bahkan janin bagi yang sedang hamil,"" katanya. Maka itu penting untuk melakukan deteksi dini karena menurunkan mortalita pasien yang didiagnosis dini pada stadium 1. Teknologi CT scan low dose dengan pendekatan minim invasif sebagai solusi yang bisa dipilih. ""Hanya dalam waktu 25 detik, pasien bisa mengetahui hasilnya untuk kemudian dilakukan pemeriksaan lanjut jika ditemukan kanker,"" ujarnya.",https://lampung.antaranews.com/berita/787337/buat-perokok-sebelum-gendong-bayi-ganti-bajumu
BKKBN Provinsi Lampung jaring remaja berprestasi menjadi Duta GenRe 2025,2025-07-17,"Bandarlampung (ANTARA) - Perwakilan BKKBN Provinsi Lampung menggelar kegiatan Grand Final Apresiasi Duta dan Jambore Ajang Kreatifitas Genre (ADUJAK) Tahun 2025 untuk menjaring para remaja berprestasi di Lampung menjadi Duta Generasi Berencana (Duta GenRe). Kegiatan yang dibuka Ketua TPP PKK Provinsi Lampung Purnama Wulan Sari Mirza selaku Bunda Generasi Berencana (GenRe) Provinsi Lampung tersebut dilaksanakan di Bandarlampung, Kamis, untuk mencari Duta GenRe yang akan mewakili Lampung di tingkat nasional. Dalam kesempatan itu, Ketua TPP PKK Provinsi Lampung mengajak para remaja untuk menjadi teladan bagi rekan sebayanya, terutama dalam merencanakan masa depan untuk membangun keluarga yang bahagia dan sejahtera. ""Menyiapkan generasi emas Indonesia tahun 2045, generasi yang sehat fisik dan mental, produktif, inovatif, serta memiliki semangat kebangsaan yang kuat. Jadikan panggung ini bukan akhir dari sebuah lomba, tetapi awal dari peran besar kalian dalam memajukan remaja Lampung dan Indonesia,"" ujarnya. Dalam laporannya, Plt. Kepala Perwakilan BKKBN Provinsi Lampung Soetriningsih menyampaikan bahwa kegiatan ini dimulai sejak awal Juni 2025 melalui pendaftaran para peserta hingga mencapai 153 orang. Setelah itu, para peserta melalui sejumlah rangkaian tes yaitu tes tertulis, wawancara daring, dan wawancara luring. Usai tahapan tes, panitia menetapkan sebanyak 30 peserta berhak mengikuti karantina dan menjadi finalis. Dalam ajang tersebut, setiap peserta diwajibkan untuk memaparkan visi dan misi serta inovasi unggulan yang akan dilaksanakan setelah menjabat Duta GenRe. Terdapat juga sesi tanya jawab dengan penilaian meliputi ketepatan jawaban, kemampuan public speaking, penguasaan panggung, dengan substansi materi yang diangkat mengenai GenRe, Bangga Kencana, Kesehatan Reproduksi dan isu-isu terkini mengenai permasalahan remaja dan cara tiap peserta untuk menghadapinya.",https://lampung.antaranews.com/berita/787185/bkkbn-provinsi-lampung-jaring-remaja-berprestasi-menjadi-duta-genre-2025
"Sambut Hari Anak, KCIC, KAI Services, dan Dompet Dhuafa Jabar bahagiakan puluhan anak yatim",2025-07-23,"Jawa Barat (ANTARA) - Dalam rangkaian memuliakan Muharam 1447 H sekaligus menyambut Hari Anak Nasional 2025, Dompet Dhuafa Jabar menggelar kegiatan Edutrip Yatim with Whoosh sebagai upaya membahagiakan dan memuliakan anak-anak yatim di Kota Bandung, Ahad (20/7). Dalam program ini, sebanyak 25 anak yatim diajak merasakan pengalaman seru menaiki Kereta Cepat Whoosh. Aktivitas ini mungkin terasa biasa bagi sebagian orang, tetapi menjadi momen berkesan dan tak terlupakan bagi mereka yang berkekurangan. ""Bersyukur. Alhamdulillah. Senang karena pertama kali aku naik Kereta Cepat Whoosh. Kakak-kakaknya juga baik. Aku juga pertama kali bisa buat kerajinan gantungan sendiri,"" ujar Fauzia Yusra, salah satu peserta edutrip dengan wajah sumringah. ""Saya Sangat terharu dan bahagia, karena di sela-sela bulan Muharam yang mulia, saya bisa membersamai anak-anak yatim yang hebat,"" kata Irfan Muhammad Ihsanuddin selaku salah satu donatur kakak asuh dari kegiatan Edutrip Yatim with Whoosh. Selain menjajal kereta cepat Whoosh, anak-anak juga mengikuti berbagai kegiatan menyenangkan lainnya, seperti sesi kreatif membuat kerajinan tangan, yakni gantungan kunci. Seluruh rangkaian ini dirancang agar anak-anak tidak hanya merasa bahagia, tetapi juga mendapatkan pengalaman edukatif dan inspiratif. ""Saya ikut senang ketika melihat adik-adik yatim senang. Semoga kita ke depannya bisa berkolaborasi lagi untuk terus berbagi menebar kebaikan agar menjadi berkah,"" ujar Vice President Security KAI Services, Duhuri Kurniawan. ""Semoga kedepan kolaborasi yang kita jalin, semakin baik dan berkah. Agar semakin banyak kebaikan yang orang lain rasakan,"" kata Regional Head KAI Services 2 Bandung, Dwi Narto Nugroho. Pimpinan Cabang Dompet Dhuafa Jabar, Yogi Achmad Fajar mengapresiasi para mitra kebaikan, yakni Kereta Cepat Indonesia China (KCIC), KAI Services dan Loko Cafe dalam menghadirkan kebahagiaan bagi anak-anak yatim. ""Tidak terlaksana kegiatan ini tanpa terjalin kolaborasi antara KCIC, KAI Sevices dan Loko Caffe. Kami apresiasi dan mengucapkan terima kasih atas partisipasi, donasi, dan dukungan para mitra kebaikan KCIC dan KAI Services,"" terang Pimpinan Cabang Dompet Dhuafa Jabar, Yogi Achmad Fajar. Yogi berharap kolaborasi kebaikan untuk saling menebar kebaikan tidak hanya berlangsung sekali. Namun, kolaborasi semoga juga bisa terjalin kembali di momen lainnya agar semakin banyak orang merasakan kebahagiaan. ""Kami terbuka kepada siapapun mitra perusahaan ataupun entitas lainnya untuk bisa berkolaborasi kebaikan berbagi terhadap sesama,"" tambahnya. Melalui kegiatan Edutrip Yatim with Whoosh, Dompet Dhuafa Jabar berharap dapat terus menjadi bagian dalam kebaikan untuk anak-anak yatim menuju masa depan yang lebih cerah, dengan penuh cinta dan kepedulian. Berita kerja sama",https://lampung.antaranews.com/berita/788253/sambut-hari-anak-kcic-kai-services-dan-dompet-dhuafa-jabar-bahagiakan-puluhan-anak-yatim
Pemprov Lampung upayakan pembebasan uang komite sekolah secara menyeluruh,2025-07-22,"Bandarlampung (ANTARA) - Pemerintah Provinsi (Pemprov) Lampung tengah mengupayakan pembebasan uang komite sekolah secara menyeluruh untuk mendukung pemerataan akses pendidikan di wilayahnya. ""Kami saat ini sedang berfokus kepada pemerataan pendidikan di Provinsi Lampung, agar tidak ada lagi anak yang tidak bisa mendapatkan akses untuk sekolah,"" kata Gubernur Lampung Rahmat Mirzani Djausal di Bandarlampung, Selasa. Ia memastikan pembebasan uang komite sekolah secara menyeluruh tersebut akan mencakup daerah-daerah dengan Indeks Pembangunan Manusia (IPM) rendah agar tercipta pemerataan akses pendidikan. Selain itu, pemerintah daerah juga akan melakukan pembenahan secara menyeluruh salah satunya dalam penguatan mutu guru dan sekolah di Lampung. ""Investasi berkelanjutan di sektor pendidikan ini penting, meskipun dampaknya tidak langsung terlihat. Dan efeknya tidak kelihatan sekarang tapi 5-10 tahun lagi baru terasa,” ucap dia. Ia menjelaskan tidak ada negara yang maju tanpa didukung kualitas sumber daya manusia yang baik sehingga seluruh jajaran pemerintah daerah harus menjadikan pendidikan dan sumber daya manusia sebagai investasi utama daerah. Kemudian, lanjut dia, setiap kebijakan pembangunan juga harus menyasar pada peningkatan kualitas sumber daya manusia di Provinsi Lampung. ""Sebanyak 71 persen penduduk Lampung berada dalam rentang usia produktif yakni antara 15 hingga 50 tahun. Namun potensi tersebut sia-sia tanpa didukung kualitas sumber daya manusia yang mumpuni,"" tambahnya. Gubernur pun memaparkan tantangan serius sektor pendidikan di Lampung salah satunya adalah rendahnya Indeks Pembangunan Manusia yang disebabkan oleh rendahnya capaian pendidikan. ""Hanya 62 persen lulusan sekolah menengah pertama (SMP) di Lampung yang melanjutkan ke sekolah menengah atas (SMA) dan dari total lulusan SMA, hanya 21 persen yang melanjutkan ke perguruan tinggi. Ini yang perlu terus dibenahi serta ditingkatkan bersama-sama,"" ujar dia. Baca juga: Gubernur: Pembentukan SDM berkualitas perlu didukung sumber protein terjangkau Baca juga: Lampung hibahkan lahan 50 hektare untuk Polinela di Kota Baru Baca juga: Pemprov Lampung jalin kerja sama strategis dengan Unila untuk bangun daerah",https://lampung.antaranews.com/berita/788161/pemprov-lampung-upayakan-pembebasan-uang-komite-sekolah-secara-menyeluruh
Dua mahasiswi Unila raih medali perak dalam IYS Competition di Malaysia,2025-07-22,"Bandarlampung (ANTARA) - Dua mahasiswi jurusan Teknologi Hasil Pertanian (THP) angkatan 2022 Universitas Lampung (Unila), Wulan Nur Aisyah dan Dea Meranda, meraih medali perak pada kategori esai presentation pada ajang International Youth Summit (IYS) Competition di Kuala Lumpur, Malaysia. Kompetisi ini merupakan ajang internasional yang diinisiasi Universitas Sains Islam Malaysia (USIM) dengan Sentosa Foundation untuk mempertemukan pemuda dan pemudi berbakat dari berbagai negara untuk mencari solusi terhadap berbagai isu global, serta mengembangkan kepemimpinan, inovasi, dan kewirausahaan. ""Kami percaya, anak muda bukan hanya sebagai generasi penerus, tetapi juga sebagai generasi penggerak perubahan,"" kata Dea terkait prestasinya tersebut dalam pernyataan di Bandarlampung, Selasa. Keduanya meraih prestasi atas tema karya ilmiah yang dipilih adalah bidang kesehatan berjudul ""Potential Pineapple Leaf Fiber Tea as an Organic Tea Bag Material to Reduce Microplastic Pollution"". Dia menjelaskan topik ini diangkat karena adanya permasalahan serius terkait polusi mikroplastik pada beberapa kantong teh yang digunakan secara luas masyarakat. Data menunjukkan bahwa beberapa merek teh terkenal di Indonesia melepaskan lebih dari 1.000 partikel mikroplastik ke dalam air panas selama proses penyeduhan. ""Mikroplastik ini dapat menimbulkan berbagai dampak negatif bagi kesehatan, seperti gangguan pencernaan, inflamasi, gangguan hormonal, hingga potensi kanker,"" ujarnya. Melihat fakta tersebut, Dea bersama Wulan, menciptakan inovasi kantong teh organik dari serat daun nanas yang terbukti biodegradable, bebas mikroplastik, dan aman dalam air panas. Serat daun nanas dipilih karena memiliki kandungan selulosa yang tinggi, mudah terurai, serta merupakan limbah pertanian dengan ketersediaan melimpah di Lampung, tetapi belum dimanfaatkan secara optimal. Hasil dari riset yang telah mereka lakukan menunjukkan bahwa bahan inovasi yang mereka ciptakan terbukti kuat, tahan panas, dan tidak melepaskan zat berbahaya saat digunakan sebagai kantong teh sehingga aman bagi kesehatan. ""Lewat riset ini, kami ingin menunjukkan limbah tak terpakai seperti daun nanas pun bisa menjadi solusi untuk masalah global seperti polusi mikroplastik. Kami percaya, anak muda bukan hanya sebagai generasi penerus, tetapi juga sebagai generasi penggerak perubahan,"" ujar Dea. Menurut dia, inovasi ini tidak hanya berfokus pada aspek kesehatan, tetapi juga berupaya mengimplementasikan hasil riset dalam bentuk edukasi kepada masyarakat, kolaborasi industri, dan pengujian daya tahan serat untuk produksi masal. Melalui langkah-langkah tersebut, inovasi ini sekaligus mendukung program pencapaian Tujuan Pembangunan Berkelanjutan (SDGs), khususnya pada poin Good Health and Well-Being. Melalui riset ini, keduanya ingin menunjukkan solusi dari permasalahan global khususnya polusi mikroplastik dapat teratasi dengan pemanfaatan limbah yang tak terpakai seperti daun nanas. Selain itu, keduanya mengharapkan inovasi yang diciptakan dapat menjadikan masa depan yang lebih sehat, berkelanjutan, dan bermakna. ""Mari jadikan ilmu, kepedulian, dan semangat inovasi sebagai bekal untuk menciptakan masa depan yang lebih sehat, berkelanjutan, dan bermakna dimulai dengan secangkir teh kantong yang lebih aman,"" ujar Dea. Berita ini telah tayang di Antaranews.com dengan judul: Dua mahasiswi Unila raih prestasi dalam IYS Competition di Malaysia",https://lampung.antaranews.com/berita/788049/dua-mahasiswi-unila-raih-medali-perak-dalam-iys-competition-di-malaysia
Unila lakukan budi daya anggrek lewat pusat penelitian genetik,2025-07-22,"Bandarlampung (ANTARA) - Universitas Lampung (Unila) terus berkomitmen pada upaya konservasi dan pendidikan budi daya anggrek, terutama spesies asli Lampung, melalui optimalisasi pemanfaatan Pusat Penelitian Pengembangan Genetik Anggrek. Saat ini Lembaga Penelitian dan Pengabdian kepada Masyarakat (LPPM) Unila terus mengembangkan inovasi spesies seperti Dendrobium phalaenopsis, Phalaenopsis amabilis, Vanda Insignis, dan Vanda Limbata, melalui pusat penelitian tersebut. Rektor Unila Prof Lusmeilia Afriani dalam pernyataan di Bandarlampung, Selasa, menyampaikan pusat penelitian tersebut dibentuk dengan tujuan menjadikan Unila sebagai institusi yang unggul dalam konservasi anggrek di Indonesia. Menurut dia, kegiatan pusat penelitian difokuskan pada penyelamatan spesies lokal yang terancam punah, seperti anggrek dari wilayah Kabupaten Tanggamus. Kedepannya, kata dia, cakupan konservasi bisa mencakup spesies anggrek dari berbagai daerah di Indonesia. ""Pusat penelitian, pengembangan, dan sumber daya genetik anggrek, diharapkan dapat menjadi unit bisnis yang dikembangkan Badan Pengelola Usaha Unila sekaligus melalui eduwisata anggrek Unila, dalam rangka hilirisasi hasil penelitian dan pengembangan,"" ujarnya. Selain konservasi, pusat penelitian ini aktif dalam pengembangan teknik budidaya anggrek, termasuk penggunaan Zat Pengatur Tumbuh (ZPT) untuk mempercepat proses pembungaan, pertumbuhan akar, dan tunas. Inovasi tersebut dikembangkan melalui penelitian baik oleh dosen maupun mahasiswa S-2 dan S-3. Salah satu produk inovatif adalah ShootMore, formula yang efektif untuk merangsang pembentukan tunas anakan. Keefektifan ShootMore merupakan hasil dari fine–tuning berbagai eksperimen menggunakan tanaman model seperti anggrek dan aglaonema. Pusat penelitian ini juga memiliki berbagai fasilitas mencakup rumah kaca yang berfungsi sebagai media edukasi publik.  Rumah kaca tersebut menjadi lokasi praktikum mahasiswa dan media pembelajaran langsung tentang konservasi dan budidaya anggrek. Pusat penelitian itu juga menjadi wadah kegiatan komunitas internal Unila yang bernama Unila Orchid Lovers (UOLS). Komunitas UOLS terdiri dari dosen dan peneliti yang secara informal berdiskusi dan merancang kegiatan seputar anggrek. Untuk mendukung komitmen pelestarian, Unila juga tengah mendorong konsep green campus dengan menempelkan anggrek-anggrek hasil konservasi di berbagai titik di lingkungan universitas. Ketua Pusat Penelitian Prof Yusnita memastikan berbagai hasil riset dari pusat penelitian mengenai budi daya anggrek akan dipublikasikan dan didiskusikan dengan mengundang berbagai pihak eksternal untuk mendukung pelestarian anggrek. ""Pusat penelitian ini diharapkan menjadi bagian penting dari penguatan peran Unila di dalam konservasi lingkungan dan peningkatan literasi biodiversitas, baik di kalangan akademisi maupun masyarakat umum,"" ujarnya.",https://lampung.antaranews.com/berita/788033/unila-lakukan-budi-daya-anggrek-lewat-pusat-penelitian-genetik
Jonatan Christie awali China Open 2025 dengan kemenangan,2025-07-23,"Jakarta (ANTARA) - Tunggal putra Indonesia Jonatan Christie mengawali kiprah di BWF World Tour Super 1000 China Open 2025 dengan kemenangan 21-17, 21-12 atas wakil Singapura, Jiang Heng Jason Teh, di Olympic Sports Center Gymnasium, Changzhou, Rabu. “Puji Tuhan hari ini saya bisa bermain lebih baik dibanding minggu lalu. Lebih percaya diri dan bisa tampil all out dengan kondisi lapangan yang cukup menantang, angin cukup kencang dan shuttlecock juga cepat,” kata Jonatan dalam keterangan resmi PBSI setelah laga. Jojo, sapaan akrab Jonatan Christie, sempat tertinggal pada awal gim pertama dengan skor 5-8, namun berhasil mengejar dan menyamakan kedudukan menjadi 10-10 sebelum memimpin 11-10 saat interval. Selepas jeda, pemain berusia 27 tahun itu tampil dominan dan menutup gim pertama dengan skor 21-17 setelah sebuah smes-nya yang membentur net jatuh sempurna di area lawan. Memasuki gim kedua, situasi kembali menantang bagi Jonatan. Ia tertinggal 2-6 sebelum kembali menyamakan skor 6-6. Pertarungan ketat kembali terjadi hingga skor 10-10, namun Teh sempat unggul tipis saat interval. Selepas jeda, Jonatan memperlihatkan ketangguhan mentalnya. Ia mencetak empat poin beruntun untuk unggul 14-11, memanfaatkan kondisi lawan yang terlihat kurang nyaman akibat gangguan pada kakinya. “Beberapa turnamen terakhir memang permainan saya belum sepenuhnya kembali, bukan cuma dari hasil tapi secara performa juga. Proses rehabilitasi dan penguatan selepas cedera cukup menguras mental dan pikiran,” kata Jonatan. Ia menambahkan, China Open menjadi momen penting untuk membangun kembali rasa percaya diri dan menghilangkan trauma pasca cedera. “Saya ingin bermain tanpa rasa takut, tanpa bayang-bayang cedera. Tujuan saya ke arah sana,” ujarnya menambahkan. Dengan kemenangan ini, Jonatan melangkah ke babak kedua, menyusul pasangan ganda campuran Amri Syahnawi/Nita Violina Marwah yang lebih dulu melaju setelah wakil tuan rumah Cheng Xing/Zhang Chi dengan skor 21-18, 17-21, 21-19. Berita ini telah tayang di Antaranews.com dengan judul: Jonatan Christie awali China Open 2025 dengan kemenangan meyakinkan",https://lampung.antaranews.com/berita/788285/jonatan-christie-awali-china-open-2025-dengan-kemenangan
Atletico Madrid datangkan Marc Pubill bek muda dari Almeria,2025-07-23,"Jakarta (ANTARA) - Atletico Madrid resmi merekrut bek sayap muda Marc Pubill dari UD Almeria setelah kedua klub mencapai kesepakatan, Rabu. Transfer tersebut masih menunggu hasil tes medis dan penandatanganan kontrak oleh sang pemain. “Atletico Madrid dan UD Almeria telah mencapai kesepakatan untuk transfer Marc Pubill ke klub kami, dengan syarat sang pemain lolos tes medis dan menandatangani kontrak barunya,” demikian pernyataan resmi dikutip dari laman resmi Atletico. Pubill merupakan bek kanan tim nasional U-21 Spanyol yang tampil penuh pada Piala Eropa U-21 2025 dan mencetak satu gol ke gawang Slovakia. Ia juga merupakan bagian dari tim Olimpiade Spanyol asuhan Santi Denia yang meraih medali emas di Paris pada 2024. Pada Olimpiade Paris 2024, Pubill tampil dalam lima dari enam pertandingan dan mencetak satu gol saat menang 2-1 atas Uzbekistan. Lulusan akademi Club Gimnastic Manresa itu memulai karier profesional bersama Levante dan mencatatkan debut di tim utama pada Desember 2021. Ia kemudian bergabung ke Almeria pada 2023 dan mencatatkan 63 penampilan dengan torehan dua gol dan delapan assist. Dengan kedatangan Pubill, Atletico kini memiliki bek kanan utama U-21 Spanyol serta bek kiri timnas U-21 Italia, Matteo Ruggeri. Selain itu, skuad besutan Diego Simeone tersebut juga diperkuat tiga pemain peraih medali emas Olimpiade, yakni Álex Baena, Pablo Barrios, dan Marc Pubill. Transfer Pubill dilakukan Atletico setelah mereka gagal mendapatkan Jesus Areso, yang memilih kembali ke Athletic Bilbao dari Osasuna. Bek kanan berusia 26 tahun itu ditebus Bilbao dengan nilai transfer mencapai 12 juta euro dan dikontrak hingga 30 Juni 2031. Musim lalu, Athletic Bilbao asuhan Ernesto Valverde finis di peringkat keempat Liga Spanyol dan berhasil mempertahankan pemain sayap andalan Nico Williams yang sempat dikaitkan dengan Barcelona. Berita ini telah tayang di Antaranews.com dengan judul: Atletico Madrid datangkan bek muda Marc Pubill dari Almeria",https://lampung.antaranews.com/berita/788249/atletico-madrid-datangkan-marc-pubill-bek-muda-dari-almeria
"Tekuk Italia 2-1, Inggris melaju ke final Euro Putri 2025",2025-07-23,"Jakarta (ANTARA) - Timnas putri Inggris melaju ke final Euro Putri 2025 setelah menekuk Timnas putri Italia dengan skor 2-1 pada babak semifinal di Stadion Jenewa, Jenewa, Swiss, Rabu dini hari WIB. Pada pertandingan ini kemenangan Inggris hadir berkat gol Michelle Agyemang dan Chloe Kelly, sedangkan Italia sempat unggul terlebih dahulu melalui Barbara Bonansea, demikian catatan UEFA. Selanjutnya Inggris akan menghadapi pemenang partai semifinal lainnya antara Jerman dan Spanyol pada laga final di Stadion St. Jakob-Park, Basel, Minggu (27/7) pukul 23.00 WIB. Secara statistik pada pertandingan ini Inggris unggul atas Italia dengan 59 persen penguasaan bola dan melepaskan 24 tendangan yang tujuh di antaranya tepat sasaran. Inggris mengambil inisiatif menyerang terlebih dahulu ketika laga dimulai dan memiliki peluang melalui tendangan Lauren James, namun dapat diamankan oleh kiper Italia Laura Giuliani. Skuad asuhan Sarina Wiegman kembali mendapatkan peluang, kali ini lewat sundulan Lauren Hemp setelah menerima umpan silang Lauren James, akan tetapi bola masih menyamping dari gawang. Meski sempat ditekan, Italia dapat meraih keunggulan terlebih dahulu pada menit ke-33 melalui gol yang dicetak oleh Barbara Bonansea sehingga skor berubah menjadi 1-0. Tertinggal satu gol membuat Inggris lebih meningkatkan intensitas serangan mereka, namun hingga turun minum skor 1-0 untuk keunggulan Italia tetap bertahan. Memasuki babak kedua, The Lionesses kembali mengambil inisiatif menyerang, kali ini lewat upaya yang dilakukan oleh Lauren Hemp yang masih dapat diamankan Laura Giuliani. Italia juga tidak puas dengan keunggulan satu gol dan memiliki peluang melalui sundulan Martina Piemonte, akan tetapi bola masih menyamping dari gawang Inggris. Le Azzurre sempat memiliki dua peluang emas yang diciptakan oleh Michela Cambiaghi dan Emma Severini, namun kiper Inggris Hannah Hampton tampil gemilang dan mampu melakukan penyelamatan. Memasuki waktu tambahan babak kedua, Inggris mampu memecah kebuntuan melalui gol yang dicetak oleh Michelle Agyemang yang menyambar bola liar di dalam kotak penalti Italia sehingga skor kembali sama kuat 1-1 pada menit 90+6. Skor sama kuat ini membuat laga dilanjutkan ke babak tambahan. Keberhasilan menyamakan kedudukan ini membuat mental dari Inggris naik dan tampil lebih sering menyerang, meskipun begitu Italia tetap memberikan perlawanan pada babak tambahan. Michelle Agyemang hampir membawa Inggris berbalik unggul melalui tendangan yang ia lepaskan dari sisi kanan kotak penalti Italia, namun bola masih membentur mistar gawang. Inggris mendapatkan peluang emas untuk berbalik unggul setelah diberikan hadiah tendangan penalti karena Beth Mead dilanggar oleh Emma Severini di kotak terlarang. Chloe Kelly yang maju sebagai algojo tendangannya sempat dihalau oleh Laura Giuliani, namun bola muntah dapat ia sambar sehingga berbuah menjadi gol dan mengubah skor menjadi 2-1 untuk keunggulan Inggris pada menit 119. Pada waktu yang tersisa, Italia berupaya untuk setidaknya memaksakan skor imbang dan membawa laga dilanjutkan ke adu penalti, namun ketika wasit meniupkan peluit panjang skor 2-1 untuk kemenangan Inggris tetap bertahan. Berita ini telah tayang di Antaranews.com dengan judul: Inggris melaju ke final Euro Putri 2025 setelah tekuk Italia 2-1",https://lampung.antaranews.com/berita/788245/tekuk-italia-2-1-inggris-melaju-ke-final-euro-putri-2025
"Timnas U-23 Filipina peringkat kedua terbaik, ungguli Myanmar dan Kamboja",2025-07-23,"Jakarta (ANTARA) - Timnas U-23 Filipina menjadi peringkat kedua terbaik babak penyisihan grup Kejuaraan ASEAN U-23 2025 mengungguli Timnas U-23 Myanmar dan Timnas U-23 Kamboja. Filipina yang berasal Grup A berhak atas predikat peringkat kedua terbaik babak penyisihan grup ASEAN U-23 2025 setelah mengumpulkan tiga poin dari dua pertandingan, demikian catatan AFF. Kemenangan atas Malaysia pada pertandingan pertama Grup A mengantarkan Filipina melaju ke semifinal Kejuaraan ASEAN U-23 2025 meski hasil sempurna atas Brunei Darussalam pada laga terakhir tidak dihitung. Sementara itu, Myanmar gagal menjadi peringkat kedua terbaik meski bermain imbang 0-0 menghadapi Thailand pada pertandingan terakhir Grup C. Myanmar berada di posisi kedua klasemen akhir peringkat kedua terbaik babak penyisihan grup dengan dua poin dari dua pertandingan, hasil dari dua kali imbang menghadapi Timor Leste dan Thailand. Baca juga: Timnas Indonesia hadapi Thailand di semifinal ASEAN U-23 2025 Selanjutnya di posisi ketiga peringkat kedua terbaik diisi oleh Kamboja dengan satu poin dari tiga pertandingan setelah di laga terakhir Grup B mereka takluk 1-2 dari Vietnam, Selasa. Sebelum ditaklukkan Vietnam, Kamboja bermain imbang menghadapi Laos di laga pertama. Berikut klasemen akhir peringkat kedua terbaik Kejuaraan ASEAN U-23 2025: No Negara Main SG Poin 1 Filipina (Grup A)* 2 1 3 2 Myanmar (Grup C) 2 0 2 3 Kamboja (Grup B) 2 -1 1 *Pertandingan menghadapi peringkat terakhir Grup A Brunei Darussalam tidak dihitung. Berita ini telah tayang di Antaranews.com dengan judul: Filipina jadi peringkat kedua terbaik, ungguli Myanmar dan Kamboja",https://lampung.antaranews.com/berita/788237/timnas-u-23-filipina-peringkat-kedua-terbaik-ungguli-myanmar-dan-kamboja
AC Milan pinjamkan Tommaso Pobega ke Bologna,2025-07-23,"Jakarta (ANTARA) - AC Milan kembali meminjamkan gelandang Tommaso Pobega ke Bologna FC hingga 30 Juni 2026, kali ini dengan opsi dipermanenkan. "" Kami mengumumkan peminjaman Tommaso Pobega ke Bologna, dengan opsi permanen bila kondisi tertentu terpenuhi,"" demikian pernyataan resmi Rossoneri yang dikutip dari situs mereka pada Selasa. Kesepakatan ini menandai kembalinya Pobega ke Bologna setelah musim 2024/25 yang sukses bersama klub tersebut sebagai pemain pinjaman. Pobega, produk akademi muda AC Milan, tampil mengesankan selama masa peminjamannya di Bologna musim lalu, mencetak empat gol dan tiga assist dalam 30 penampilan di semua kompetisi, sekaligus membantu Rossoblu memenangkan Coppa Italia. Namun, Bologna memilih untuk tidak mengaktifkan opsi pembelian sebesar 12 juta euro yang disepakati sebelumnya. Kini, pelatih Bologna Vincenzo Italiano yang pernah bekerja sama dengan Pobega di Spezia, kembali meminta kehadiran sang gelandang untuk memperkuat lini tengah timnya untuk berkompetisi di Serie A dan Liga Champions. Menurut laporan dari Milannews.it, Pobega telah menjalani tes medis di Bologna dan segera bergabung dengan kamp pelatihan tim di Valles. Pobega yang memiliki kontrak dengan Milan hingga 2027, tidak masuk dalam rencana pelatih Massimiliano Allegri untuk musim ini, terutama setelah kedatangan Luka Modric dan Samuele Ricci yang meningkatkan persaingan di lini tengah. Kepindahan ke Bologna memberi Pobega kesempatan untuk mendapatkan menit bermain reguler dan melanjutkan perkembangannya di bawah asuhan Italiano, yang dikenal mampu mengoptimalkan potensi pemain muda. Dalam pernyataan resminya, AC Milan mengucapkan terima kasih kepada Pobega atas profesionalisme dan dedikasinya selama bergabung dengan klub sejak sektor muda pada 2013.",https://lampung.antaranews.com/berita/788225/ac-milan-pinjamkan-tommaso-pobega-ke-bologna
